movie_title,title_year,director_name,gross,budget,content_rating,country,duration,actor_1_facebook_likes,genres,f_adj_gross,adj_budget,dir_adj_av_gross,profit
The Godfather: Part III ,1990.0,Francis Ford Coppola,66676062.0,54000000.0,4,USA,170.0,14000.0,Crime|Drama,122440104.38577174,99162509.58,206325869.50905618,1
Elizabethtown ,2005.0,Cameron Crowe,26838389.0,57000000.0,3,USA,123.0,5000.0,Comedy|Drama|Romance,32982497.42168843,70049001.564,94183484.6918716,0
"You, Me and Dupree ",2006.0,Anthony Russo,75604320.0,54000000.0,3,USA,110.0,277.0,Comedy|Romance,90008893.09783009,64288392.876,190246621.70237836,1
Superman II ,1980.0,Richard Lester,108200000.0,54000000.0,2,USA,116.0,593.0,Action|Adventure|Romance|Sci-Fi,315235275.5012,157326292.764,315235275.5012,1
Gigli ,2003.0,Martin Brest,5660084.0,54000000.0,4,USA,121.0,117.0,Comedy|Crime|Romance,7383025.874622616,70437717.396,173324325.32622123,0
Anastasia ,1997.0,Don Bluth,58297830.0,50000000.0,0,USA,94.0,4000.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,87177957.49138464,74769470.4,72153774.43387073,1
Moulin Rouge! ,2001.0,Baz Luhrmann,57386369.0,52500000.0,3,USA,127.0,1000.0,Drama|Musical|Romance,77771329.33596903,71149209.495,74327851.11232086,1
Domestic Disturbance ,2001.0,Harold Becker,45207112.0,53000000.0,3,USA,89.0,12000.0,Crime|Mystery|Thriller,61265719.66384626,71826821.014,63547740.45694272,0
Black Mass ,2015.0,Scott Cooper,62563543.0,53000000.0,4,USA,123.0,40000.0,Biography|Crime|Drama,63352780.15547518,53668593.35700001,39723260.25855598,1
Flags of Our Fathers ,2006.0,Clint Eastwood,33574332.0,90000000.0,4,USA,135.0,23000.0,Drama|History|War,39971108.26231961,107147321.46,94390633.99043016,0
Law Abiding Citizen ,2009.0,F. Gary Gray,73343413.0,50000000.0,4,USA,118.0,18000.0,Crime|Drama|Thriller,82050678.44915655,55935956.0,83623422.0313211,1
Grindhouse ,2007.0,Robert Rodriguez,25031037.0,53000000.0,4,USA,189.0,16000.0,Action|Horror|Thriller,28975109.440700397,61351065.893,64115622.62053653,0
Beloved ,1998.0,Jonathan Demme,22843047.0,55000000.0,4,USA,172.0,852.0,Drama|History|Horror,33635335.65322144,80984969.34,119056639.15856929,0
Lucky You ,2007.0,Curtis Hanson,5755286.0,55000000.0,3,USA,124.0,21000.0,Drama|Romance|Sport,6662130.766397365,63666200.455,72367943.67990544,0
Catch Me If You Can ,2002.0,Steven Spielberg,164435221.0,52000000.0,3,USA,141.0,29000.0,Biography|Crime|Drama,219377973.23206592,69374763.744,337331009.3679546,1
Zero Dark Thirty ,2012.0,Kathryn Bigelow,95720716.0,40000000.0,4,USA,157.0,1000.0,Drama|History|Thriller,100065024.81728044,41815410.08,58783457.59944022,1
The Break-Up ,2006.0,Peyton Reed,118683135.0,52000000.0,3,USA,106.0,4000.0,Comedy|Drama|Romance,141295333.53028417,61907341.288,131980320.04696448,1
Mamma Mia! ,2008.0,Phyllida Lloyd,143704210.0,52000000.0,3,USA,108.0,14000.0,Comedy|Family|Musical|Romance,160197154.82767048,57968044.57600001,160197154.82767048,1
Valentine's Day ,2010.0,Garry Marshall,110476776.0,52000000.0,3,USA,125.0,14000.0,Comedy|Romance,121597409.03809036,57234339.188,132959438.80186334,1
The Dukes of Hazzard ,2005.0,Jay Chandrasekhar,80270227.0,50000000.0,3,USA,107.0,631.0,Action|Adventure|Comedy,98646478.1871164,61446492.6,38219846.18747056,1
The Thin Red Line ,1998.0,Terrence Malick,36385763.0,52000000.0,4,USA,215.0,648.0,Drama|War,53576361.83577284,76567607.376,27797738.605104066,0
The Change-Up ,2011.0,David Dobkin,37035845.0,52000000.0,4,USA,118.0,16000.0,Comedy|Fantasy,39517085.24982334,55483773.436000004,55383433.78878647,0
Casino ,1995.0,Martin Scorsese,42438300.0,52000000.0,4,USA,178.0,22000.0,Biography|Crime|Drama,66834753.15213779,81893175.832,77566292.75102802,0
Bulletproof Monk ,2003.0,Paul Hunter,23020488.0,52000000.0,3,USA,104.0,961.0,Action|Comedy|Fantasy,30027974.593740914,67828913.04800001,30027974.593740914,0
"Me, Myself & Irene ",2000.0,Bobby Farrelly,90567722.0,51000000.0,4,USA,116.0,889.0,Comedy,126232049.69297,71083101.045,85552120.95316903,1
The Twilight Saga: New Moon ,2009.0,Chris Weitz,296623634.0,50000000.0,3,USA,130.0,21000.0,Adventure|Drama|Fantasy|Romance,331838530.79968214,55935956.0,125451120.75409366,1
Shrek ,2001.0,Andrew Adamson,267652016.0,60000000.0,2,USA,90.0,145.0,Adventure|Animation|Comedy|Family|Fantasy,362728178.25034463,81313382.28,358412910.20977515,1
The Adjustment Bureau ,2011.0,George Nolfi,62453315.0,50200000.0,3,USA,106.0,13000.0,Romance|Sci-Fi|Thriller,66637414.99590655,53563181.2786,66637414.99590655,1
Robin Hood: Prince of Thieves ,1991.0,Kevin Reynolds,165500000.0,48000000.0,3,USA,155.0,25000.0,Action|Adventure|Drama|Romance,291642107.2145,84585022.032,116996782.2202467,1
Jerry Maguire ,1996.0,Cameron Crowe,153620822.0,50000000.0,4,USA,139.0,10000.0,Comedy|Drama|Romance|Sport,234993839.92828652,76485022.3,94183484.6918716,1
Ted ,2012.0,Seth MacFarlane,218628680.0,50000000.0,4,USA,112.0,15000.0,Comedy|Fantasy,228551197.73622736,52269262.6,118012692.62843508,1
As Good as It Gets ,1997.0,James L. Brooks,147637474.0,50000000.0,3,USA,139.0,625.0,Comedy|Drama|Romance,220775514.8434754,74769470.4,102483150.4833955,1
Patch Adams ,1998.0,Tom Shadyac,135014968.0,50000000.0,3,USA,115.0,49000.0,Biography|Comedy|Drama|Romance,198803328.0712924,73622699.4,179518504.04916483,1
Anchorman 2: The Legend Continues ,2013.0,Adam McKay,2175312.0,50000000.0,3,USA,143.0,11000.0,Comedy,2241142.8275142717,51513135.3,99989362.07523909,0
Mr. Deeds ,2002.0,Steven Brill,126203320.0,50000000.0,3,USA,96.0,12000.0,Comedy|Romance,168371644.39823905,66706503.6,83465611.7484961,1
Super 8 ,2011.0,J.J. Abrams,126975169.0,50000000.0,3,USA,112.0,1000.0,Mystery|Sci-Fi|Thriller,135481952.0921887,53349782.15000001,204563637.2170809,1
Erin Brockovich ,2000.0,Steven Soderbergh,125548685.0,52000000.0,4,USA,131.0,8000.0,Biography|Drama,174988036.50827208,72476887.34,90997306.1242182,1
How to Lose a Guy in 10 Days ,2003.0,Donald Petrie,105807520.0,50000000.0,3,USA,116.0,11000.0,Comedy|Romance,138015559.11354852,65220108.7,59535037.38844518,1
22 Jump Street ,2014.0,Phil Lord,191616238.0,50000000.0,4,USA,112.0,17000.0,Action|Comedy|Crime,194262960.47293985,50690631.05,159562957.9635683,1
Interview with the Vampire: The Vampire Chronicles ,1994.0,Neil Jordan,105264608.0,60000000.0,4,USA,123.0,11000.0,Drama|Fantasy|Horror,170476103.7096104,97170040.5,69350077.39564733,1
Yes Man ,2008.0,Peyton Reed,97680195.0,70000000.0,3,USA,104.0,14000.0,Comedy|Romance,108890959.57600716,78033906.16,131980320.04696448,1
Central Intelligence ,2016.0,Rawson Marshall Thurber,126088877.0,50000000.0,3,USA,107.0,12000.0,Action|Comedy|Crime,126088877.0,50000000.0,142088249.595089,1
Stepmom ,1998.0,Chris Columbus,91030827.0,50000000.0,3,USA,124.0,8000.0,Comedy|Drama,134038704.24708807,73622699.4,217025732.17776117,1
Daddy's Home ,2015.0,Sean Anders,150315155.0,50000000.0,3,USA,96.0,8000.0,Comedy|Family,152211376.02055523,50630748.45000001,63836394.35566405,1
Into the Woods ,2014.0,Rob Marshall,127997349.0,50000000.0,2,USA,125.0,40000.0,Adventure|Comedy|Drama|Fantasy|Musical,129765327.87074172,50690631.05,141353227.56994468,1
Inside Man ,2006.0,Spike Lee,88504640.0,45000000.0,4,USA,129.0,18000.0,Crime|Drama|Mystery|Thriller,105367056.80868416,53573660.73,33084125.92322433,1
Payback ,1999.0,Brian Helgeland,81517441.0,50000000.0,4,USA,90.0,1000.0,Action|Crime|Drama|Thriller,117436980.91942346,72031812.75,75327748.76423408,1
Congo ,1995.0,Frank Marshall,81022333.0,50000000.0,3,USA,109.0,426.0,Action|Adventure|Mystery|Sci-Fi,127599541.59015109,78743438.3,95831162.51487055,1
Knowing ,2009.0,Alex Proyas,79948113.0,50000000.0,3,USA,121.0,12000.0,Drama|Mystery|Sci-Fi|Thriller,89439482.62102056,55935956.0,96662569.6603932,1
Failure to Launch ,2006.0,Tom Dey,88658172.0,50000000.0,3,USA,95.0,14000.0,Comedy|Romance,105549840.61488856,59526289.7,73977110.42178188,1
"Crazy, Stupid, Love. ",2011.0,Glenn Ficarra,84244877.0,50000000.0,3,USA,118.0,33000.0,Comedy|Drama|Romance,89888916.70407091,53349782.15000001,72207554.43377078,1
Garfield ,2004.0,Peter Hewitt,75367693.0,35000000.0,2,USA,80.0,13000.0,Animation|Comedy|Family|Fantasy,95759661.15991984,44469825.295,58878735.24921978,1
Christmas with the Kranks ,2004.0,Joe Roth,73701902.0,60000000.0,2,USA,99.0,2000.0,Comedy|Family,93643163.02426316,76233986.22,110251219.00371689,1
Moneyball ,2011.0,Bennett Miller,75605492.0,50000000.0,3,USA,133.0,22000.0,Biography|Drama|Sport,80670730.55087136,53349782.15000001,80670730.55087136,1
Outbreak ,1995.0,Wolfgang Petersen,67823573.0,50000000.0,4,USA,127.0,18000.0,Action|Drama|Thriller,106813226.71622092,78743438.3,172193381.56119496,1
Race to Witch Mountain ,2009.0,Andy Fickman,67128202.0,65000000.0,2,USA,98.0,12000.0,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,75097603.06862223,72716742.8,66848414.68623495,1
V for Vendetta ,2005.0,James McTeigue,70496802.0,54000000.0,4,USA,132.0,20000.0,Action|Drama|Thriller,86635624.44833331,66362212.008,48665638.66744733,1
Shanghai Knights ,2003.0,David Dobkin,60470220.0,50000000.0,3,USA,114.0,154.0,Action|Adventure|Comedy,78877486.43025829,65220108.7,55383433.78878647,1
Curious George ,2006.0,Matthew O'Callaghan,58336565.0,50000000.0,0,USA,78.0,8000.0,Adventure|Animation|Comedy|Family,69451185.36585762,59526289.7,69451185.36585762,1
Herbie Fully Loaded ,2005.0,Angela Robinson,66002004.0,50000000.0,0,USA,101.0,660.0,Adventure|Comedy|Family|Fantasy|Romance|Sport,81111833.00742342,61446492.6,40617407.47227998,1
Don't Say a Word ,2001.0,Gary Fleder,54997476.0,50000000.0,4,USA,113.0,1000.0,Crime|Drama|Mystery|Thriller,74533846.5070521,67761151.9,34197624.13298482,1
Unfaithful ,2002.0,Adrian Lyne,52752475.0,50000000.0,4,USA,124.0,838.0,Drama|Thriller,70378663.2699282,66706503.6,161191683.12647402,1
I Am Number Four ,2011.0,D.J. Caruso,55092830.0,60000000.0,3,USA,109.0,15000.0,Action|Adventure|Sci-Fi|Thriller,58783809.57053969,64019738.58000001,66266630.73509717,0
Syriana ,2005.0,Stephen Gaghan,50815288.0,50000000.0,4,USA,128.0,13000.0,Drama|Thriller,62448424.36117738,61446492.6,38374727.1143409,1
13 Hours ,2016.0,Michael Bay,52822418.0,50000000.0,4,USA,144.0,769.0,Action|Drama|Thriller|War,52822418.0,50000000.0,220567274.85714513,1
The Book of Life ,2014.0,Jorge R. Gutiérrez,50150619.0,50000000.0,2,USA,95.0,17000.0,Adventure|Animation|Comedy|Family|Fantasy|Romance,50843330.49316239,50690631.05,50843330.49316239,1
Firewall ,2006.0,Richard Loncraine,48745150.0,50000000.0,3,USA,105.0,87000.0,Crime|Thriller,58032358.4073991,59526289.7,58032358.4073991,0
Absolute Power ,1997.0,Clint Eastwood,50007168.0,50000000.0,4,USA,121.0,16000.0,Action|Crime|Drama|Thriller,74780189.35127655,74769470.4,94390633.99043016,1
G.I. Jane ,1997.0,Ridley Scott,48154732.0,50000000.0,4,USA,125.0,10000.0,Action|Drama|War,72010076.17787866,74769470.4,100752892.79883356,0
The Game ,1997.0,David Fincher,48265581.0,50000000.0,4,USA,129.0,495.0,Drama|Mystery|Thriller,72175838.59836605,74769470.4,107173780.08993836,0
The Replacements ,2000.0,Howard Deutch,44737059.0,50000000.0,3,USA,118.0,18000.0,Comedy|Sport,62353899.7128064,69689314.75,34814837.3198263,0
American Reunion ,2012.0,Jon Hurwitz,56724080.0,50000000.0,4,USA,113.0,3000.0,Comedy,59298516.66526816,52269262.6,50878586.50638819,1
Into the Storm ,2014.0,Steven Quale,47553512.0,50000000.0,3,USA,89.0,490.0,Action|Thriller,48210350.63847496,50690631.05,46819228.12103581,0
Beverly Hills Cop III ,1994.0,John Landis,42610000.0,55000000.0,4,USA,104.0,437.0,Action|Comedy|Crime|Thriller,69006923.76175,89072537.125,249334924.97725,0
Gremlins 2: The New Batch ,1990.0,Joe Dante,41482207.0,50000000.0,3,USA,106.0,16000.0,Comedy|Fantasy|Horror,76175550.90809341,91817138.5,123291646.9333672,0
The Judge ,2014.0,David Dobkin,47105085.0,50000000.0,4,USA,141.0,21000.0,Crime|Drama,47755729.68627778,50690631.05,55383433.78878647,0
The Peacemaker ,1997.0,Mimi Leder,41256277.0,50000000.0,4,USA,124.0,294.0,Action|Thriller,61694199.63931402,74769470.4,105072678.78552496,0
Out of Time ,2003.0,Carl Franklin,40905277.0,50000000.0,4,USA,114.0,18000.0,Crime|Drama|Romance|Thriller,53356932.2468722,65220108.7,47651935.49337994,0
On Deadly Ground ,1994.0,Steven Seagal,38590500.0,50000000.0,4,USA,101.0,854.0,Action|Adventure|Thriller,62497340.7985875,80975033.75,62497340.7985875,0
The Adventures of Sharkboy and Lavagirl 3-D ,2005.0,Robert Rodriguez,39177541.0,50000000.0,2,USA,93.0,12000.0,Action|Adventure|Family|Fantasy,48146449.66285394,61446492.6,64115622.62053653,0
The Beach ,2000.0,Danny Boyle,39778599.0,50000000.0,4,USA,119.0,29000.0,Adventure|Drama|Thriller,55442866.12050071,69689314.75,37808691.46581684,0
Raising Helen ,2004.0,Garry Marshall,37486138.0,50000000.0,3,USA,119.0,627.0,Comedy|Drama|Romance,47628628.79555031,63528321.85,132959438.80186334,0
Ninja Assassin ,2009.0,James McTeigue,38105077.0,40000000.0,4,USA,99.0,330.0,Action|Crime|Thriller,42628878.20897224,44748764.8,48665638.66744733,0
For Love of the Game ,1999.0,Sam Raimi,35168395.0,50000000.0,3,USA,137.0,24000.0,Drama|Romance|Sport,50664864.86716072,72031812.75,221808826.42034203,0
Striptease ,1996.0,Andrew Bergman,32800000.0,40000000.0,4,USA,117.0,2000.0,Comedy|Crime|Drama|Thriller,50174174.6288,61188017.84,27145991.91383973,0
Marmaduke ,2010.0,Tom Dey,33643461.0,50000000.0,2,USA,87.0,15000.0,Comedy|Family,37030024.19869711,55033018.45,73977110.42178188,0
Hereafter ,2010.0,Clint Eastwood,32741596.0,50000000.0,3,USA,129.0,13000.0,Drama|Fantasy,36037377.13500892,55033018.45,94390633.99043016,0
Murder by Numbers ,2002.0,Barbet Schroeder,31874869.0,50000000.0,4,USA,115.0,33000.0,Crime|Mystery|Thriller,42525221.27396057,66706503.6,33028787.48507591,0
The Story of Us ,1999.0,Rob Reiner,27067160.0,50000000.0,4,USA,95.0,13000.0,Comedy|Drama|Romance,38993932.0158858,72031812.75,82407719.00923735,0
The Host ,2013.0,Andrew Niccol,26616999.0,40000000.0,3,USA,125.0,430.0,Action|Adventure|Romance|Sci-Fi|Thriller,27422501.41533929,41210508.24,28899107.53877159,0
Blood Work ,2002.0,Clint Eastwood,26199517.0,50000000.0,4,USA,110.0,16000.0,Action|Crime|Drama|Mystery|Thriller,34953563.501575224,66706503.6,94390633.99043016,0
The International ,2009.0,Tom Tykwer,25450527.0,50000000.0,4,USA,118.0,6000.0,Action|Crime|Drama|Mystery|Thriller,28471991.16897624,55935956.0,28471991.16897624,0
Escape from L.A. ,1996.0,John Carpenter,25407250.0,50000000.0,4,USA,101.0,12000.0,Action|Adventure|Sci-Fi|Thriller,38865481.656633504,76485022.3,47209706.95532428,0
The Iron Giant ,1999.0,Brad Bird,23159305.0,70000000.0,2,USA,90.0,14000.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,33364134.42360277,100844537.85,184497741.14198747,0
The Life Aquatic with Steve Zissou ,2004.0,Wes Anderson,24006726.0,50000000.0,4,USA,119.0,13000.0,Adventure|Comedy|Drama,30502140.317855265,63528321.85,37024659.310311936,0
Free State of Jones ,2016.0,Gary Ross,20389967.0,50000000.0,4,USA,139.0,11000.0,Action|Biography|Drama|History|War,20389967.0,50000000.0,201208986.4875109,0
The Life of David Gale ,2003.0,Alan Parker,19593740.0,50000000.0,4,USA,130.0,18000.0,Crime|Drama|Thriller,25558117.05279076,65220108.7,40273052.447297215,0
Man of the House ,2005.0,Stephen Herek,19118247.0,40000000.0,3,USA,100.0,1000.0,Action|Comedy,23494984.456209444,49157194.08,54102802.67700778,0
Run All Night ,2015.0,Jaume Collet-Serra,26442251.0,50000000.0,4,USA,114.0,14000.0,Action|Crime|Drama|Thriller,26775819.17665522,50630748.45000001,40516626.08832761,0
Eastern Promises ,2007.0,David Cronenberg,17114882.0,25000000.0,4,USA,96.0,10000.0,Crime|Mystery|Thriller,19811627.42137584,28939182.025,29257638.13677805,0
Into the Blue ,2005.0,John Stockwell,18472363.0,50000000.0,3,USA,110.0,23000.0,Action|Adventure|Crime|Thriller,22701238.32768028,61446492.6,33055722.13118073,0
Your Highness ,2011.0,David Gordon Green,21557240.0,49900000.0,4,USA,102.0,20000.0,Adventure|Comedy|Fantasy,23001481.15510533,53243082.58570001,25710507.879866377,0
Dream House ,2011.0,Jim Sheridan,21283440.0,55000000.0,3,USA,84.0,6000.0,Drama|Mystery|Thriller,22709337.74805193,58684760.365,30889733.33616842,0
Mad City ,1997.0,Costa-Gavras,10556196.0,50000000.0,3,USA,115.0,972.0,Crime|Drama|Thriller,15785623.68717197,74769470.4,15785623.68717197,0
Baby's Day Out ,1994.0,Patrick Read Johnson,16671505.0,50000000.0,2,USA,99.0,1000.0,Adventure|Comedy|Crime|Drama|Family,26999513.60076588,80975033.75,27611658.928651545,0
The Scarlet Letter ,1995.0,Roland Joffé,10400000.0,50000000.0,4,USA,135.0,10000.0,Drama|Romance,16378635.1664,78743438.3,16378635.1664,0
Fair Game ,2010.0,Doug Liman,9528092.0,22000000.0,3,USA,108.0,6000.0,Biography|Drama|Thriller,10487193.256585948,24214528.118,89091084.23123133,0
Jade ,1995.0,William Friedkin,9795017.0,50000000.0,4,USA,107.0,2000.0,Crime|Drama|Thriller,15425866.335739022,78743438.3,291691668.8894601,0
Gamer ,2009.0,Mark Neveldine,20488579.0,50000000.0,4,USA,95.0,18000.0,Action|Sci-Fi|Thriller,22920965.06893048,55935956.0,25655577.225536887,0
Beautiful Creatures ,2013.0,Richard LaGravenese,19445217.0,60000000.0,3,USA,124.0,1000.0,Drama|Fantasy|Romance,20033681.885177206,61815762.36,33723879.91271267,0
Zoolander 2 ,2016.0,Ben Stiller,28837115.0,50000000.0,3,USA,102.0,14000.0,Comedy,28837115.0,50000000.0,75983975.56849617,0
The Big Bounce ,2004.0,George Armitage,6471394.0,50000000.0,3,USA,88.0,11000.0,Comedy|Crime,8222336.017003179,63528321.85,25057488.21071893,0
What Planet Are You From? ,2000.0,Mike Nichols,6291602.0,50000000.0,4,USA,87.0,2000.0,Comedy|Sci-Fi,8769148.64119459,69689314.75,58593982.20938139,0
Drive Angry ,2011.0,Patrick Lussier,10706786.0,50000000.0,4,USA,104.0,12000.0,Action|Fantasy|Thriller,11424094.012533398,53349782.15000001,38354895.91105136,0
The One ,2001.0,James Wong,43905746.0,49000000.0,3,USA,85.0,26000.0,Action|Sci-Fi|Thriller,59502078.47977635,66405928.862,48086044.72672624,0
The Adventures of Ford Fairlane ,1990.0,Renny Harlin,21413502.0,40000000.0,4,USA,104.0,879.0,Action|Adventure|Comedy|Crime|Music|Mystery,39322529.578080535,73453710.8,59543182.57372673,0
Traffic ,2000.0,Steven Soderbergh,124107476.0,48000000.0,4,USA,190.0,599.0,Crime|Drama|Thriller,172979299.1558414,66901742.16,90997306.1242182,1
Indiana Jones and the Last Crusade ,1989.0,Steven Spielberg,197171806.0,48000000.0,3,USA,127.0,11000.0,Action|Adventure|Fantasy,381638751.24923587,92907096.76799999,337331009.3679546,1
Chappie ,2015.0,Neill Blomkamp,31569268.0,49000000.0,4,USA,120.0,20000.0,Action|Crime|Drama|Sci-Fi|Thriller,31967513.3371727,49618133.48100001,63916789.33560465,0
The Bone Collector ,1999.0,Phillip Noyce,66488090.0,48000000.0,4,USA,118.0,18000.0,Crime|Drama|Mystery|Thriller,95785152.97970296,69150540.24,131566939.17491208,1
Panic Room ,2002.0,David Fincher,95308367.0,48000000.0,4,USA,112.0,17000.0,Crime|Drama|Thriller,127153758.52791242,64038243.456,107173780.08993836,1
Three Kings ,1999.0,David O. Russell,60652036.0,48000000.0,4,USA,114.0,2000.0,Action|Adventure|Comedy|Drama|War,87377522.00116518,69150540.24,82755855.01514961,1
K-PAX ,2001.0,Iain Softley,50173190.0,48000000.0,3,USA,120.0,18000.0,Drama|Mystery|Sci-Fi,67995862.97795123,65050705.82400001,46219584.45433119,1
Kate & Leopold ,2001.0,James Mangold,47095453.0,48000000.0,3,USA,123.0,20000.0,Comedy|Fantasy|Romance,63824842.89064622,65050705.82400001,83656730.17297576,0
Bedazzled ,2000.0,Harold Ramis,37879996.0,48000000.0,3,USA,93.0,3000.0,Comedy|Fantasy|Romance,52796619.27945482,66901742.16,88784845.52352853,0
The Cotton Club ,1984.0,Francis Ford Coppola,25900000.0,58000000.0,4,USA,123.0,12000.0,Crime|Drama|Music,59829249.2875,133980558.25,206325869.50905618,0
3:10 to Yuma ,2007.0,James Mangold,53574088.0,55000000.0,4,USA,122.0,23000.0,Adventure|Crime|Drama|Western,62015611.37821472,63666200.455,83656730.17297576,0
Out of Sight ,1998.0,Steven Soderbergh,37339525.0,48000000.0,4,USA,123.0,3000.0,Crime|Drama|Romance|Thriller,54980732.49627571,70677791.424,90997306.1242182,0
The Cable Guy ,1996.0,Ben Stiller,60154431.0,47000000.0,3,USA,96.0,2000.0,Comedy|Drama|Thriller,92018259.92957622,71895920.962,75983975.56849617,1
Dick Tracy ,1990.0,Warren Beatty,103738726.0,100000000.0,2,USA,105.0,678.0,Action|Comedy|Crime|Music|Romance|Thriller,190499859.459111,183634277.0,114778964.75871848,1
The Thomas Crown Affair ,1999.0,John McTiernan,69304264.0,48000000.0,4,USA,113.0,1000.0,Crime|Romance|Thriller,99842235.34449132,69150540.24,111778778.15916765,1
Riding in Cars with Boys ,2001.0,Penny Marshall,29781453.0,48000000.0,3,USA,132.0,919.0,Biography|Comedy|Drama,40360511.21071421,65050705.82400001,124211767.11321634,0
Happily N'Ever After ,2006.0,Paul Bolger,15519841.0,47000000.0,2,USA,75.0,4000.0,Adventure|Animation|Comedy|Family|Fantasy,18476771.029278755,55954712.318,18476771.029278755,0
Mary Reilly ,1996.0,Stephen Frears,5600000.0,47000000.0,4,USA,108.0,8000.0,Drama|Horror|Romance|Thriller,8566322.497599997,71895920.962,39483275.36315,0
My Best Friend's Wedding ,1997.0,P.J. Hogan,126805112.0,46000000.0,3,USA,105.0,8000.0,Comedy|Romance,189623021.36505368,68787912.768,189623021.36505368,1
America's Sweethearts ,2001.0,Joe Roth,93607673.0,48000000.0,3,USA,102.0,8000.0,Comedy|Romance,126859274.98317058,65050705.82400001,110251219.00371689,1
Insomnia ,2002.0,Christopher Nolan,67263182.0,46000000.0,4,USA,118.0,14000.0,Drama|Mystery|Thriller,89737833.8446091,61369983.312,252059110.9972939,1
Star Trek: First Contact ,1996.0,Jonathan Frakes,92001027.0,45000000.0,3,USA,111.0,1000.0,Action|Adventure|Drama|Sci-Fi|Thriller,140734012.03435802,68836520.07,97774126.06475575,1
Jonah Hex ,2010.0,Jimmy Hayward,10539414.0,47000000.0,3,USA,81.0,13000.0,Action|Drama|Fantasy|Thriller|Western,11600315.302283768,51731037.343,34517558.14193245,0
Courage Under Fire ,1996.0,Edward Zwick,58918501.0,46000000.0,4,USA,116.0,18000.0,Action|Drama|Mystery|Thriller|War,90127657.25735144,70366220.51599999,81770153.47212312,1
Liar Liar ,1997.0,Tom Shadyac,181395380.0,45000000.0,3,USA,86.0,509.0,Comedy|Fantasy|Romance,271256729.91213506,67292523.36,179518504.04916483,1
The Flintstones ,1994.0,Brian Levant,130512915.0,45000000.0,2,USA,91.0,924.0,Comedy|Family|Fantasy,211365753.93871763,72877530.375,96196961.29739732,1
Scary Movie 3 ,2003.0,David Zucker,110000082.0,48000000.0,3,USA,84.0,807.0,Comedy,143484346.10097829,62611304.352,86549118.15708031,1
Miss Congeniality ,2000.0,Donald Petrie,106807667.0,45000000.0,3,USA,109.0,545.0,Action|Comedy|Crime|Romance,148867062.46552375,62720383.275,59535037.38844518,1
Journey to the Center of the Earth ,2008.0,Eric Brevig,101702060.0,45000000.0,2,USA,93.0,14000.0,Action|Adventure|Family|Fantasy|Sci-Fi,113374414.37598129,50164653.96,111813268.86162367,1
The Princess Diaries 2: Royal Engagement ,2004.0,Garry Marshall,95149435.0,40000000.0,0,USA,113.0,11000.0,Comedy|Family|Romance,120893678.61051308,50822657.48,132959438.80186334,1
The Pelican Brief ,1993.0,Alan J. Pakula,100768056.0,45000000.0,3,USA,141.0,18000.0,Crime|Drama|Mystery|Thriller,167372602.89720008,74743598.61000001,115745330.64163421,1
The Client ,1994.0,Joel Schumacher,92115211.0,45000000.0,3,USA,119.0,821.0,Crime|Drama|Mystery|Thriller,149180646.39226744,72877530.375,114227579.30784293,1
The Bucket List ,2007.0,Rob Reiner,93452056.0,45000000.0,3,USA,97.0,11000.0,Adventure|Comedy|Drama,108177042.36777972,52090527.645,82407719.00923735,1
Patriot Games ,1992.0,Phillip Noyce,83287363.0,45000000.0,4,USA,117.0,11000.0,Action|Thriller,142478973.6138815,76981111.92,131566939.17491208,1
Prisoners ,2013.0,Denis Villeneuve,60962878.0,46000000.0,4,USA,153.0,20000.0,Crime|Drama|Mystery|Thriller,62807779.65382787,47392084.476,55137290.11475418,1
Training Day ,2001.0,Antoine Fuqua,76261036.0,45000000.0,4,USA,122.0,18000.0,Crime|Drama|Thriller,103350712.88894738,60985036.71,66322811.19560038,1
Galaxy Quest ,1999.0,Dean Parisot,71423726.0,45000000.0,2,USA,102.0,25000.0,Adventure|Comedy|Sci-Fi,102895609.14278612,64828631.475,77172636.02851862,1
Scary Movie 2 ,2001.0,Keenen Ivory Wayans,71277420.0,45000000.0,4,USA,83.0,1000.0,Comedy,96596801.67320196,60985036.71,75352664.75371768,1
The Muppets ,2011.0,James Bobin,88625922.0,45000000.0,2,USA,103.0,970.0,Adventure|Comedy|Family|Musical,94563472.63085786,48014803.935,74431968.09435546,1
Blade ,1998.0,Stephen Norrington,70001065.0,45000000.0,4,USA,110.0,886.0,Action|Horror,103073347.32349722,66260429.46,94883653.6265948,1
Coach Carter ,2005.0,Thomas Carter,67253092.0,30000000.0,3,USA,136.0,17000.0,Drama|Sport,82649332.39810239,36867895.56,78856870.16917531,1
Changing Lanes ,2002.0,Roger Michell,66790248.0,45000000.0,4,USA,91.0,521.0,Drama|Thriller,89106878.37313786,60035853.24,61610121.9743978,1
Anaconda ,1997.0,Luis Llosa,65557989.0,45000000.0,3,USA,89.0,2000.0,Action|Adventure|Horror|Thriller,98034722.36038052,67292523.36,98034722.36038052,1
Coyote Ugly ,2000.0,David McNally,60786269.0,45000000.0,3,USA,107.0,811.0,Comedy|Drama|Music|Romance,84723068.65638335,62720383.275,85886168.65152797,1
