movie_title,title_year,director_name,gross,budget,content_rating,country
The Great Raid ,2005.0,John Dahl,10166502.0,80000000.0,4,USA
Deadpool ,2016.0,Tim Miller,363024263.0,58000000.0,4,USA
Holy Man ,1998.0,Stephen Herek,12065985.0,60000000.0,2,USA
American Sniper ,2014.0,Clint Eastwood,350123553.0,58800000.0,4,USA
Goosebumps ,2015.0,Rob Letterman,80021740.0,58000000.0,2,USA
Just Like Heaven ,2005.0,Mark Waters,48291624.0,58000000.0,3,USA
The Flintstones in Viva Rock Vegas ,2000.0,Brian Levant,35231365.0,60000000.0,2,USA
Rambo III ,1988.0,Peter MacDonald,53715611.0,63000000.0,4,USA
Leatherheads ,2008.0,George Clooney,31199215.0,58000000.0,3,USA
Did You Hear About the Morgans? ,2009.0,Marc Lawrence,29580087.0,58000000.0,3,USA
The Internship ,2013.0,Shawn Levy,44665963.0,58000000.0,3,USA
Red Tails ,2012.0,Anthony Hemingway,49875589.0,58000000.0,3,USA
The Devil's Advocate ,1997.0,Taylor Hackford,60984028.0,57000000.0,4,USA
That's My Boy ,2012.0,Sean Anders,36931089.0,70000000.0,4,USA
DragonHeart ,1996.0,Rob Cohen,51317350.0,57000000.0,3,USA
After the Sunset ,2004.0,Brett Ratner,28328132.0,58000000.0,3,USA
Ghost Rider: Spirit of Vengeance ,2011.0,Mark Neveldine,51774002.0,57000000.0,3,USA
Walking Tall ,2004.0,Kevin Bray,45860039.0,56000000.0,3,USA
Forrest Gump ,1994.0,Robert Zemeckis,329691196.0,55000000.0,3,USA
Alvin and the Chipmunks ,2007.0,Tim Hill,217326336.0,60000000.0,2,USA
Meet the Parents ,2000.0,Jay Roach,166225040.0,55000000.0,3,USA
Pocahontas ,1995.0,Mike Gabriel,141600000.0,55000000.0,0,USA
Superman ,1978.0,Richard Donner,134218018.0,55000000.0,2,USA
The Nutty Professor ,1996.0,Tom Shadyac,128769345.0,54000000.0,3,USA
Hitch ,2005.0,Andy Tennant,177575142.0,70000000.0,3,USA
George of the Jungle ,1997.0,Sam Weisman,105263257.0,55000000.0,2,USA
American Wedding ,2003.0,Jesse Dylan,104354205.0,55000000.0,4,USA
Captain Phillips ,2013.0,Paul Greengrass,107100855.0,55000000.0,3,USA
Date Night ,2010.0,Shawn Levy,98711404.0,55000000.0,3,USA
Casper ,1995.0,Brad Silberling,100328194.0,50000000.0,2,USA
The Equalizer ,2014.0,Antoine Fuqua,101530738.0,55000000.0,4,USA
Maid in Manhattan ,2002.0,Wayne Wang,93815117.0,55000000.0,3,USA
Crimson Tide ,1995.0,Tony Scott,91400000.0,53000000.0,4,USA
The Pursuit of Happyness ,2006.0,Gabriele Muccino,162586036.0,55000000.0,3,USA
Flightplan ,2005.0,Robert Schwentke,89706988.0,55000000.0,3,USA
Disclosure ,1994.0,Barry Levinson,83000000.0,55000000.0,4,USA
Kill Bill: Vol. 1 ,2003.0,Quentin Tarantino,70098138.0,30000000.0,4,USA
Bowfinger ,1999.0,Frank Oz,66365290.0,55000000.0,3,USA
Kill Bill: Vol. 2 ,2004.0,Quentin Tarantino,66207920.0,30000000.0,4,USA
Tango & Cash ,1989.0,Andrey Konchalovskiy,63408614.0,55000000.0,4,USA
Death Becomes Her ,1992.0,Robert Zemeckis,58422650.0,55000000.0,3,USA
Shanghai Noon ,2000.0,Tom Dey,56932305.0,55000000.0,3,USA
Executive Decision ,1996.0,Stuart Baird,68750000.0,55000000.0,4,USA
Mr. Popper's Penguins ,2011.0,Mark Waters,68218041.0,55000000.0,2,USA
The Forbidden Kingdom ,2008.0,Rob Minkoff,25040293.0,55000000.0,3,USA
Free Birds ,2013.0,Jimmy Hayward,55747724.0,55000000.0,2,USA
Alien 3 ,1992.0,David Fincher,55473600.0,50000000.0,4,USA
Evita ,1996.0,Alan Parker,49994804.0,55000000.0,2,USA
The Ghost and the Darkness ,1996.0,Stephen Hopkins,38553833.0,55000000.0,4,USA
The Watch ,2012.0,Akiva Schaffer,34350553.0,68000000.0,4,USA
The Hunted ,2003.0,William Friedkin,34238611.0,55000000.0,4,USA
Instinct ,1999.0,Jon Turteltaub,34098563.0,55000000.0,4,USA
Stuck on You ,2003.0,Bobby Farrelly,33828318.0,55000000.0,3,USA
Semi-Pro ,2008.0,Kent Alterman,33472850.0,55000000.0,4,USA
Changeling ,2008.0,Clint Eastwood,35707327.0,55000000.0,4,USA
Chain Reaction ,1996.0,Andrew Davis,20550712.0,50000000.0,3,USA
The Fan ,1996.0,Tony Scott,18573791.0,55000000.0,4,USA
Æon Flux ,2005.0,Karyn Kusama,25857987.0,62000000.0,3,USA
Gods and Generals ,2003.0,Ron Maxwell,12870569.0,56000000.0,3,USA
Turbulence ,1997.0,Robert Butler,11466088.0,71000000.0,4,USA
Imagine That ,2009.0,Karey Kirkpatrick,16088610.0,55000000.0,2,USA
Muppets Most Wanted ,2014.0,James Bobin,51178893.0,50000000.0,2,USA
Burlesque ,2010.0,Steve Antin,39440655.0,55000000.0,3,USA
Blade II ,2002.0,Guillermo del Toro,81645152.0,54000000.0,4,USA
Seven Pounds ,2008.0,Gabriele Muccino,69951824.0,55000000.0,3,USA
Bullet to the Head ,2012.0,Walter Hill,9483821.0,55000000.0,4,USA
The Godfather: Part III ,1990.0,Francis Ford Coppola,66676062.0,54000000.0,4,USA
Elizabethtown ,2005.0,Cameron Crowe,26838389.0,57000000.0,3,USA
"You, Me and Dupree ",2006.0,Anthony Russo,75604320.0,54000000.0,3,USA
Superman II ,1980.0,Richard Lester,108200000.0,54000000.0,2,USA
Gigli ,2003.0,Martin Brest,5660084.0,54000000.0,4,USA
Anastasia ,1997.0,Don Bluth,58297830.0,50000000.0,0,USA
Moulin Rouge! ,2001.0,Baz Luhrmann,57386369.0,52500000.0,3,USA
Domestic Disturbance ,2001.0,Harold Becker,45207112.0,53000000.0,3,USA
Black Mass ,2015.0,Scott Cooper,62563543.0,53000000.0,4,USA
Flags of Our Fathers ,2006.0,Clint Eastwood,33574332.0,90000000.0,4,USA
Law Abiding Citizen ,2009.0,F. Gary Gray,73343413.0,50000000.0,4,USA
Grindhouse ,2007.0,Robert Rodriguez,25031037.0,53000000.0,4,USA
Beloved ,1998.0,Jonathan Demme,22843047.0,55000000.0,4,USA
Lucky You ,2007.0,Curtis Hanson,5755286.0,55000000.0,3,USA
Catch Me If You Can ,2002.0,Steven Spielberg,164435221.0,52000000.0,3,USA
Zero Dark Thirty ,2012.0,Kathryn Bigelow,95720716.0,40000000.0,4,USA
The Break-Up ,2006.0,Peyton Reed,118683135.0,52000000.0,3,USA
Mamma Mia! ,2008.0,Phyllida Lloyd,143704210.0,52000000.0,3,USA
Valentine's Day ,2010.0,Garry Marshall,110476776.0,52000000.0,3,USA
The Dukes of Hazzard ,2005.0,Jay Chandrasekhar,80270227.0,50000000.0,3,USA
The Thin Red Line ,1998.0,Terrence Malick,36385763.0,52000000.0,4,USA
The Change-Up ,2011.0,David Dobkin,37035845.0,52000000.0,4,USA
Casino ,1995.0,Martin Scorsese,42438300.0,52000000.0,4,USA
Bulletproof Monk ,2003.0,Paul Hunter,23020488.0,52000000.0,3,USA
"Me, Myself & Irene ",2000.0,Bobby Farrelly,90567722.0,51000000.0,4,USA
The Twilight Saga: New Moon ,2009.0,Chris Weitz,296623634.0,50000000.0,3,USA
Shrek ,2001.0,Andrew Adamson,267652016.0,60000000.0,2,USA
The Adjustment Bureau ,2011.0,George Nolfi,62453315.0,50200000.0,3,USA
Robin Hood: Prince of Thieves ,1991.0,Kevin Reynolds,165500000.0,48000000.0,3,USA
Jerry Maguire ,1996.0,Cameron Crowe,153620822.0,50000000.0,4,USA
Ted ,2012.0,Seth MacFarlane,218628680.0,50000000.0,4,USA
As Good as It Gets ,1997.0,James L. Brooks,147637474.0,50000000.0,3,USA
Patch Adams ,1998.0,Tom Shadyac,135014968.0,50000000.0,3,USA
Anchorman 2: The Legend Continues ,2013.0,Adam McKay,2175312.0,50000000.0,3,USA
Mr. Deeds ,2002.0,Steven Brill,126203320.0,50000000.0,3,USA
Super 8 ,2011.0,J.J. Abrams,126975169.0,50000000.0,3,USA
Erin Brockovich ,2000.0,Steven Soderbergh,125548685.0,52000000.0,4,USA
How to Lose a Guy in 10 Days ,2003.0,Donald Petrie,105807520.0,50000000.0,3,USA
22 Jump Street ,2014.0,Phil Lord,191616238.0,50000000.0,4,USA
Interview with the Vampire: The Vampire Chronicles ,1994.0,Neil Jordan,105264608.0,60000000.0,4,USA
Yes Man ,2008.0,Peyton Reed,97680195.0,70000000.0,3,USA
Central Intelligence ,2016.0,Rawson Marshall Thurber,126088877.0,50000000.0,3,USA
Stepmom ,1998.0,Chris Columbus,91030827.0,50000000.0,3,USA
Daddy's Home ,2015.0,Sean Anders,150315155.0,50000000.0,3,USA
Into the Woods ,2014.0,Rob Marshall,127997349.0,50000000.0,2,USA
Inside Man ,2006.0,Spike Lee,88504640.0,45000000.0,4,USA
Payback ,1999.0,Brian Helgeland,81517441.0,50000000.0,4,USA
Congo ,1995.0,Frank Marshall,81022333.0,50000000.0,3,USA
Knowing ,2009.0,Alex Proyas,79948113.0,50000000.0,3,USA
Failure to Launch ,2006.0,Tom Dey,88658172.0,50000000.0,3,USA
"Crazy, Stupid, Love. ",2011.0,Glenn Ficarra,84244877.0,50000000.0,3,USA
Garfield ,2004.0,Peter Hewitt,75367693.0,35000000.0,2,USA
Christmas with the Kranks ,2004.0,Joe Roth,73701902.0,60000000.0,2,USA
Moneyball ,2011.0,Bennett Miller,75605492.0,50000000.0,3,USA
Outbreak ,1995.0,Wolfgang Petersen,67823573.0,50000000.0,4,USA
Race to Witch Mountain ,2009.0,Andy Fickman,67128202.0,65000000.0,2,USA
V for Vendetta ,2005.0,James McTeigue,70496802.0,54000000.0,4,USA
Shanghai Knights ,2003.0,David Dobkin,60470220.0,50000000.0,3,USA
Curious George ,2006.0,Matthew O'Callaghan,58336565.0,50000000.0,0,USA
Herbie Fully Loaded ,2005.0,Angela Robinson,66002004.0,50000000.0,0,USA
Don't Say a Word ,2001.0,Gary Fleder,54997476.0,50000000.0,4,USA
Unfaithful ,2002.0,Adrian Lyne,52752475.0,50000000.0,4,USA
I Am Number Four ,2011.0,D.J. Caruso,55092830.0,60000000.0,3,USA
Syriana ,2005.0,Stephen Gaghan,50815288.0,50000000.0,4,USA
13 Hours ,2016.0,Michael Bay,52822418.0,50000000.0,4,USA
The Book of Life ,2014.0,Jorge R. Gutiérrez,50150619.0,50000000.0,2,USA
Firewall ,2006.0,Richard Loncraine,48745150.0,50000000.0,3,USA
Absolute Power ,1997.0,Clint Eastwood,50007168.0,50000000.0,4,USA
G.I. Jane ,1997.0,Ridley Scott,48154732.0,50000000.0,4,USA
The Game ,1997.0,David Fincher,48265581.0,50000000.0,4,USA
The Replacements ,2000.0,Howard Deutch,44737059.0,50000000.0,3,USA
American Reunion ,2012.0,Jon Hurwitz,56724080.0,50000000.0,4,USA
Into the Storm ,2014.0,Steven Quale,47553512.0,50000000.0,3,USA
Beverly Hills Cop III ,1994.0,John Landis,42610000.0,55000000.0,4,USA
Gremlins 2: The New Batch ,1990.0,Joe Dante,41482207.0,50000000.0,3,USA
The Judge ,2014.0,David Dobkin,47105085.0,50000000.0,4,USA
The Peacemaker ,1997.0,Mimi Leder,41256277.0,50000000.0,4,USA
Out of Time ,2003.0,Carl Franklin,40905277.0,50000000.0,4,USA
On Deadly Ground ,1994.0,Steven Seagal,38590500.0,50000000.0,4,USA
The Adventures of Sharkboy and Lavagirl 3-D ,2005.0,Robert Rodriguez,39177541.0,50000000.0,2,USA
The Beach ,2000.0,Danny Boyle,39778599.0,50000000.0,4,USA
Raising Helen ,2004.0,Garry Marshall,37486138.0,50000000.0,3,USA
Ninja Assassin ,2009.0,James McTeigue,38105077.0,40000000.0,4,USA
For Love of the Game ,1999.0,Sam Raimi,35168395.0,50000000.0,3,USA
Striptease ,1996.0,Andrew Bergman,32800000.0,40000000.0,4,USA
Marmaduke ,2010.0,Tom Dey,33643461.0,50000000.0,2,USA
Hereafter ,2010.0,Clint Eastwood,32741596.0,50000000.0,3,USA
Murder by Numbers ,2002.0,Barbet Schroeder,31874869.0,50000000.0,4,USA
The Story of Us ,1999.0,Rob Reiner,27067160.0,50000000.0,4,USA
The Host ,2013.0,Andrew Niccol,26616999.0,40000000.0,3,USA
Blood Work ,2002.0,Clint Eastwood,26199517.0,50000000.0,4,USA
The International ,2009.0,Tom Tykwer,25450527.0,50000000.0,4,USA
Escape from L.A. ,1996.0,John Carpenter,25407250.0,50000000.0,4,USA
The Iron Giant ,1999.0,Brad Bird,23159305.0,70000000.0,2,USA
The Life Aquatic with Steve Zissou ,2004.0,Wes Anderson,24006726.0,50000000.0,4,USA
Free State of Jones ,2016.0,Gary Ross,20389967.0,50000000.0,4,USA
The Life of David Gale ,2003.0,Alan Parker,19593740.0,50000000.0,4,USA
Man of the House ,2005.0,Stephen Herek,19118247.0,40000000.0,3,USA
Run All Night ,2015.0,Jaume Collet-Serra,26442251.0,50000000.0,4,USA
Eastern Promises ,2007.0,David Cronenberg,17114882.0,25000000.0,4,USA
Into the Blue ,2005.0,John Stockwell,18472363.0,50000000.0,3,USA
Your Highness ,2011.0,David Gordon Green,21557240.0,49900000.0,4,USA
Dream House ,2011.0,Jim Sheridan,21283440.0,55000000.0,3,USA
Mad City ,1997.0,Costa-Gavras,10556196.0,50000000.0,3,USA
Baby's Day Out ,1994.0,Patrick Read Johnson,16671505.0,50000000.0,2,USA
The Scarlet Letter ,1995.0,Roland Joffé,10400000.0,50000000.0,4,USA
Fair Game ,2010.0,Doug Liman,9528092.0,22000000.0,3,USA
Jade ,1995.0,William Friedkin,9795017.0,50000000.0,4,USA
Gamer ,2009.0,Mark Neveldine,20488579.0,50000000.0,4,USA
Beautiful Creatures ,2013.0,Richard LaGravenese,19445217.0,60000000.0,3,USA
Zoolander 2 ,2016.0,Ben Stiller,28837115.0,50000000.0,3,USA
The Big Bounce ,2004.0,George Armitage,6471394.0,50000000.0,3,USA
What Planet Are You From? ,2000.0,Mike Nichols,6291602.0,50000000.0,4,USA
Drive Angry ,2011.0,Patrick Lussier,10706786.0,50000000.0,4,USA
The One ,2001.0,James Wong,43905746.0,49000000.0,3,USA
The Adventures of Ford Fairlane ,1990.0,Renny Harlin,21413502.0,40000000.0,4,USA
Traffic ,2000.0,Steven Soderbergh,124107476.0,48000000.0,4,USA
Indiana Jones and the Last Crusade ,1989.0,Steven Spielberg,197171806.0,48000000.0,3,USA
Chappie ,2015.0,Neill Blomkamp,31569268.0,49000000.0,4,USA
The Bone Collector ,1999.0,Phillip Noyce,66488090.0,48000000.0,4,USA
Panic Room ,2002.0,David Fincher,95308367.0,48000000.0,4,USA
Three Kings ,1999.0,David O. Russell,60652036.0,48000000.0,4,USA
K-PAX ,2001.0,Iain Softley,50173190.0,48000000.0,3,USA
Kate & Leopold ,2001.0,James Mangold,47095453.0,48000000.0,3,USA
Bedazzled ,2000.0,Harold Ramis,37879996.0,48000000.0,3,USA
The Cotton Club ,1984.0,Francis Ford Coppola,25900000.0,58000000.0,4,USA
3:10 to Yuma ,2007.0,James Mangold,53574088.0,55000000.0,4,USA
Out of Sight ,1998.0,Steven Soderbergh,37339525.0,48000000.0,4,USA
The Cable Guy ,1996.0,Ben Stiller,60154431.0,47000000.0,3,USA
Dick Tracy ,1990.0,Warren Beatty,103738726.0,100000000.0,2,USA
The Thomas Crown Affair ,1999.0,John McTiernan,69304264.0,48000000.0,4,USA
Riding in Cars with Boys ,2001.0,Penny Marshall,29781453.0,48000000.0,3,USA
Happily N'Ever After ,2006.0,Paul Bolger,15519841.0,47000000.0,2,USA
Mary Reilly ,1996.0,Stephen Frears,5600000.0,47000000.0,4,USA
My Best Friend's Wedding ,1997.0,P.J. Hogan,126805112.0,46000000.0,3,USA
America's Sweethearts ,2001.0,Joe Roth,93607673.0,48000000.0,3,USA
Insomnia ,2002.0,Christopher Nolan,67263182.0,46000000.0,4,USA
Star Trek: First Contact ,1996.0,Jonathan Frakes,92001027.0,45000000.0,3,USA
Jonah Hex ,2010.0,Jimmy Hayward,10539414.0,47000000.0,3,USA
Courage Under Fire ,1996.0,Edward Zwick,58918501.0,46000000.0,4,USA
Liar Liar ,1997.0,Tom Shadyac,181395380.0,45000000.0,3,USA
The Flintstones ,1994.0,Brian Levant,130512915.0,45000000.0,2,USA
Scary Movie 3 ,2003.0,David Zucker,110000082.0,48000000.0,3,USA
Miss Congeniality ,2000.0,Donald Petrie,106807667.0,45000000.0,3,USA
Journey to the Center of the Earth ,2008.0,Eric Brevig,101702060.0,45000000.0,2,USA
The Princess Diaries 2: Royal Engagement ,2004.0,Garry Marshall,95149435.0,40000000.0,0,USA
The Pelican Brief ,1993.0,Alan J. Pakula,100768056.0,45000000.0,3,USA
The Client ,1994.0,Joel Schumacher,92115211.0,45000000.0,3,USA
The Bucket List ,2007.0,Rob Reiner,93452056.0,45000000.0,3,USA
Patriot Games ,1992.0,Phillip Noyce,83287363.0,45000000.0,4,USA
Prisoners ,2013.0,Denis Villeneuve,60962878.0,46000000.0,4,USA
Training Day ,2001.0,Antoine Fuqua,76261036.0,45000000.0,4,USA
Galaxy Quest ,1999.0,Dean Parisot,71423726.0,45000000.0,2,USA
Scary Movie 2 ,2001.0,Keenen Ivory Wayans,71277420.0,45000000.0,4,USA
The Muppets ,2011.0,James Bobin,88625922.0,45000000.0,2,USA
Blade ,1998.0,Stephen Norrington,70001065.0,45000000.0,4,USA
Coach Carter ,2005.0,Thomas Carter,67253092.0,30000000.0,3,USA
Changing Lanes ,2002.0,Roger Michell,66790248.0,45000000.0,4,USA
Anaconda ,1997.0,Luis Llosa,65557989.0,45000000.0,3,USA
Coyote Ugly ,2000.0,David McNally,60786269.0,45000000.0,3,USA
A Bug's Life ,1998.0,John Lasseter,162792677.0,120000000.0,0,USA
From Hell ,2001.0,Albert Hughes,31598308.0,35000000.0,4,USA
Tin Cup ,1996.0,Ron Shelton,53854588.0,45000000.0,4,USA
Kicking & Screaming ,2005.0,Jesse Dylan,52580895.0,45000000.0,2,USA
The Hitchhiker's Guide to the Galaxy ,2005.0,Garth Jennings,51019112.0,50000000.0,2,USA
Fat Albert ,2004.0,Joel Zwick,48114556.0,26000000.0,2,USA
Blended ,2014.0,Frank Coraci,46280507.0,40000000.0,3,USA
Last Holiday ,2006.0,Wayne Wang,38360195.0,45000000.0,3,USA
The River Wild ,1994.0,Curtis Hanson,46815748.0,45000000.0,3,USA
The Indian in the Cupboard ,1995.0,Frank Oz,35617599.0,45000000.0,2,USA
Savages ,2012.0,Oliver Stone,47307550.0,45000000.0,4,USA
Cellular ,2004.0,David R. Ellis,32003620.0,25000000.0,3,USA
The Ant Bully ,2006.0,John A. Davis,28133159.0,50000000.0,2,USA
Dune ,1984.0,David Lynch,27400000.0,40000000.0,3,USA
Across the Universe ,2007.0,Julie Taymor,24343673.0,45000000.0,3,USA
Revolutionary Road ,2008.0,Sam Mendes,22877808.0,35000000.0,4,USA
The Glimmer Man ,1996.0,John Gray,20400913.0,45000000.0,4,USA
Multiplicity ,1996.0,Harold Ramis,20101861.0,45000000.0,3,USA
Aliens in the Attic ,2009.0,John Schultz,25200412.0,45000000.0,2,USA
The Pledge ,2001.0,Sean Penn,19719930.0,45000000.0,4,USA
The Producers ,2005.0,Susan Stroman,19377727.0,45000000.0,3,USA
All the Pretty Horses ,2000.0,Billy Bob Thornton,15527125.0,57000000.0,3,USA
Nixon ,1995.0,Oliver Stone,13560960.0,50000000.0,4,USA
Deep Rising ,1998.0,Stephen Sommers,11146409.0,45000000.0,4,USA
Miracle at St. Anna ,2008.0,Spike Lee,7916887.0,45000000.0,4,USA
Bangkok Dangerous ,2008.0,Danny Pang,15279680.0,40000000.0,4,USA
Big Trouble ,2002.0,Barry Sonnenfeld,7262288.0,40000000.0,3,USA
Love in the Time of Cholera ,2007.0,Mike Newell,4584886.0,45000000.0,4,USA
Shadow Conspiracy ,1997.0,George P. Cosmatos,2154540.0,45000000.0,4,USA
Johnny English Reborn ,2011.0,Oliver Parker,8129455.0,45000000.0,2,USA
Argo ,2012.0,Ben Affleck,136019448.0,44500000.0,4,USA
The Fugitive ,1993.0,Andrew Davis,183875760.0,44000000.0,3,USA
The Bounty Hunter ,2010.0,Andy Tennant,67061228.0,40000000.0,3,USA
Sleepers ,1996.0,Barry Levinson,53300852.0,44000000.0,4,USA
Rambo: First Blood Part II ,1985.0,George P. Cosmatos,150415432.0,44000000.0,4,USA
The Juror ,1996.0,Brian Gibson,44834712.0,44000000.0,4,USA
Pinocchio ,1940.0,Norman Ferguson,84300000.0,2600000.0,0,USA
Heaven's Gate ,1980.0,Michael Cimino,1500000.0,44000000.0,4,USA
Underworld: Evolution ,2006.0,Len Wiseman,62318875.0,50000000.0,4,USA
Victor Frankenstein ,2015.0,Paul McGuigan,5773519.0,40000000.0,3,USA
Finding Forrester ,2000.0,Gus Van Sant,51768623.0,43000000.0,3,USA
28 Days ,2000.0,Betty Thomas,37035515.0,43000000.0,3,USA
The Sweetest Thing ,2002.0,Roger Kumble,24430272.0,43000000.0,4,USA
The Firm ,1993.0,Sydney Pollack,158348400.0,42000000.0,4,USA
Charlie St. Cloud ,2010.0,Burr Steers,31136950.0,44000000.0,3,USA
The Mechanic ,2011.0,Simon West,29113588.0,40000000.0,4,USA
21 Jump Street ,2012.0,Phil Lord,138447667.0,42000000.0,4,USA
Along Came Polly ,2004.0,John Hamburg,87856565.0,42000000.0,3,USA
Boomerang ,1992.0,Reginald Hudlin,70100000.0,40000000.0,4,USA
The Heat ,2013.0,Paul Feig,159578352.0,43000000.0,4,USA
Here Comes the Boom ,2012.0,Frank Coraci,45290318.0,42000000.0,2,USA
High Crimes ,2002.0,Carl Franklin,41543207.0,42000000.0,3,USA
The Mirror Has Two Faces ,1996.0,Barbra Streisand,41252428.0,42000000.0,3,USA
The Mothman Prophecies ,2002.0,Mark Pellington,35228696.0,32000000.0,3,USA
Brüno ,2009.0,Larry Charles,59992760.0,42000000.0,4,USA
Red Riding Hood ,2011.0,Catherine Hardwicke,37652565.0,42000000.0,3,USA
15 Minutes ,2001.0,John Herzfeld,24375436.0,42000000.0,4,USA
Lord of War ,2005.0,Andrew Niccol,24127895.0,50000000.0,4,USA
One for the Money ,2012.0,Julie Anne Robinson,26404753.0,40000000.0,3,USA
The Interview ,2014.0,Evan Goldberg,6105175.0,44000000.0,4,USA
8 Mile ,2002.0,Curtis Hanson,116724075.0,41000000.0,4,USA
A Knight's Tale ,2001.0,Brian Helgeland,56083966.0,65000000.0,3,USA
The Sixth Sense ,1999.0,M. Night Shyamalan,293501675.0,40000000.0,3,USA
Man on a Ledge ,2012.0,Asger Leth,18600911.0,42000000.0,3,USA
The Big Year ,2011.0,David Frankel,7204138.0,41000000.0,2,USA
The Karate Kid ,1984.0,John G. Avildsen,90800000.0,8000000.0,2,USA
American Hustle ,2013.0,David O. Russell,150117807.0,40000000.0,4,USA
The Proposal ,2009.0,Anne Fletcher,163947053.0,40000000.0,3,USA
Double Jeopardy ,1999.0,Bruce Beresford,116735231.0,70000000.0,4,USA
Back to the Future Part II ,1989.0,Robert Zemeckis,118500000.0,40000000.0,2,USA
Fifty Shades of Grey ,2015.0,Sam Taylor-Johnson,166147885.0,40000000.0,4,USA
Spy Kids 3-D: Game Over ,2003.0,Robert Rodriguez,111760631.0,38000000.0,2,USA
A Time to Kill ,1996.0,Joel Schumacher,108706165.0,40000000.0,4,USA
Cheaper by the Dozen ,2003.0,Shawn Levy,138614544.0,40000000.0,2,USA
Lone Survivor ,2013.0,Peter Berg,125069696.0,40000000.0,4,USA
A League of Their Own ,1992.0,Penny Marshall,107458785.0,40000000.0,2,USA
The Conjuring 2 ,2016.0,James Wan,102310175.0,40000000.0,4,USA
The Social Network ,2010.0,David Fincher,96917897.0,40000000.0,3,USA
He's Just Not That Into You ,2009.0,Ken Kwapis,93952276.0,40000000.0,3,USA
Scary Movie 4 ,2006.0,David Zucker,90703745.0,45000000.0,3,USA
Scream 3 ,2000.0,Wes Craven,89138076.0,40000000.0,4,USA
Back to the Future Part III ,1990.0,Robert Zemeckis,87666629.0,40000000.0,2,USA
Get Hard ,2015.0,Etan Cohen,90353764.0,40000000.0,4,USA
Bram Stoker's Dracula ,1992.0,Francis Ford Coppola,82522790.0,40000000.0,4,USA
Julie & Julia ,2009.0,Nora Ephron,94125426.0,40000000.0,3,USA
42 ,2013.0,Brian Helgeland,95001343.0,40000000.0,3,USA
The Talented Mr. Ripley ,1999.0,Anthony Minghella,81292135.0,40000000.0,4,USA
Dumb and Dumber To ,2014.0,Bobby Farrelly,86208010.0,35000000.0,3,USA
Eight Below ,2006.0,Frank Marshall,81593527.0,40000000.0,2,USA
The Intern ,2015.0,Nancy Meyers,75274748.0,35000000.0,3,USA
Ride Along 2 ,2016.0,Tim Story,90835030.0,40000000.0,3,USA
The Last of the Mohicans ,1992.0,Michael Mann,72455275.0,40000000.0,4,USA
Ray ,2004.0,Taylor Hackford,75305995.0,40000000.0,3,USA
Sin City ,2005.0,Frank Miller,74098862.0,40000000.0,4,USA
Vantage Point ,2008.0,Pete Travis,72266306.0,40000000.0,3,USA
"I Love You, Man ",2009.0,John Hamburg,71347010.0,40000000.0,4,USA
Shallow Hal ,2001.0,Bobby Farrelly,70836296.0,40000000.0,3,USA
Big Momma's House 2 ,2006.0,John Whitesell,70163652.0,40000000.0,3,USA
The Mexican ,2001.0,Gore Verbinski,66808615.0,34000000.0,4,USA
17 Again ,2009.0,Burr Steers,64149837.0,20000000.0,3,USA
The Other Woman ,2014.0,Nick Cassavetes,83906114.0,40000000.0,3,USA
The Final Destination ,2009.0,David R. Ellis,66466372.0,40000000.0,4,USA
Bridge of Spies ,2015.0,Steven Spielberg,72306065.0,40000000.0,3,USA
Behind Enemy Lines ,2001.0,John Moore,59068786.0,40000000.0,3,USA
Shall We Dance ,2004.0,Peter Chelsom,57887882.0,50000000.0,3,USA
Small Soldiers ,1998.0,Joe Dante,53955614.0,40000000.0,3,USA
Spawn ,1997.0,Mark A.Z. Dippé,54967359.0,40000000.0,4,USA
The Lincoln Lawyer ,2011.0,Brad Furman,57981889.0,40000000.0,4,USA
The Prestige ,2006.0,Christopher Nolan,53082743.0,40000000.0,3,USA
Horrible Bosses 2 ,2014.0,Sean Anders,54414716.0,42000000.0,4,USA
Escape from Planet Earth ,2013.0,Cal Brunker,57011847.0,40000000.0,2,USA
Apocalypto ,2006.0,Mel Gibson,50859889.0,40000000.0,4,USA
Predators ,2010.0,Nimród Antal,52000688.0,40000000.0,4,USA
Legal Eagles ,1986.0,Ivan Reitman,49851591.0,40000000.0,2,USA
Secret Window ,2004.0,David Koepp,47781388.0,40000000.0,3,USA
The Lake House ,2006.0,Alejandro Agresti,52320979.0,40000000.0,2,USA
The Skeleton Key ,2005.0,Iain Softley,47806295.0,43000000.0,3,USA
The Odd Life of Timothy Green ,2012.0,Peter Hedges,51853450.0,25000000.0,2,USA
Made of Honor ,2008.0,Paul Weiland,46012734.0,40000000.0,3,USA
Jersey Boys ,2014.0,Clint Eastwood,47034272.0,40000000.0,4,USA
The Rainmaker ,1997.0,Francis Ford Coppola,45856732.0,40000000.0,3,USA
Gothika ,2003.0,Mathieu Kassovitz,59588068.0,40000000.0,4,USA
Amistad ,1997.0,Steven Spielberg,44175394.0,36000000.0,4,USA
Medicine Man ,1992.0,John McTiernan,45500797.0,40000000.0,3,USA
Aliens vs. Predator: Requiem ,2007.0,Colin Strause,41797066.0,40000000.0,4,USA
Ri¢hie Ri¢h ,1994.0,Donald Petrie,38087756.0,40000000.0,2,USA
Autumn in New York ,2000.0,Joan Chen,37752931.0,40000000.0,3,USA
