movie_title,title_year,director_name,gross,budget,content_rating,language
London Has Fallen ,2016.0,Babak Najafi,62401264.0,60000000.0,R,English
Alien: Resurrection ,1997.0,Jean-Pierre Jeunet,47748610.0,75000000.0,R,English
Shooter ,2007.0,Antoine Fuqua,46975183.0,61000000.0,R,English
The Boxtrolls ,2014.0,Graham Annable,50807639.0,60000000.0,PG,English
Practical Magic ,1998.0,Griffin Dunne,46611204.0,48000000.0,PG-13,English
The Lego Movie ,2014.0,Phil Lord,257756197.0,60000000.0,PG,English
Miss Congeniality 2: Armed and Fabulous ,2005.0,John Pasquin,48472213.0,45000000.0,PG-13,English
Reign of Fire ,2002.0,Rob Bowman,43060566.0,60000000.0,PG-13,English
Gangster Squad ,2013.0,Ruben Fleischer,45996718.0,60000000.0,R,English
Year One ,2009.0,Harold Ramis,43337279.0,60000000.0,PG-13,English
Invictus ,2009.0,Clint Eastwood,37479778.0,60000000.0,PG-13,English
Duplicity ,2009.0,Tony Gilroy,40559930.0,60000000.0,PG-13,English
My Favorite Martian ,1999.0,Donald Petrie,36830057.0,65000000.0,PG,English
The Sentinel ,2006.0,Clark Johnson,36279230.0,60000000.0,PG-13,English
Planet 51 ,2009.0,Jorge Blanco,42194060.0,70000000.0,PG,English
Star Trek: Nemesis ,2002.0,Stuart Baird,43119879.0,60000000.0,PG-13,English
Intolerable Cruelty ,2003.0,Joel Coen,35096190.0,60000000.0,PG-13,English
Edge of Darkness ,2010.0,Martin Campbell,43290977.0,80000000.0,R,English
The Relic ,1997.0,Peter Hyams,33927476.0,40000000.0,R,English
Analyze That ,2002.0,Harold Ramis,32122249.0,60000000.0,R,English
Righteous Kill ,2008.0,Jon Avnet,40076438.0,60000000.0,R,English
Mercury Rising ,1998.0,Harold Becker,32940507.0,60000000.0,R,English
The Soloist ,2009.0,Joe Wright,31670931.0,60000000.0,PG-13,English
The Legend of Bagger Vance ,2000.0,Robert Redford,30695227.0,60000000.0,PG-13,English
Almost Famous ,2000.0,Cameron Crowe,32522352.0,60000000.0,R,English
xXx: State of the Union ,2005.0,Lee Tamahori,26082914.0,87000000.0,PG-13,English
Priest ,2011.0,Scott Stewart,29136626.0,60000000.0,PG-13,English
Sinbad: Legend of the Seven Seas ,2003.0,Patrick Gilmore,26288320.0,60000000.0,PG,English
Event Horizon ,1997.0,Paul W.S. Anderson,26616590.0,60000000.0,R,English
The Avengers ,2012.0,Joss Whedon,623279547.0,220000000.0,PG-13,English
Dragonfly ,2002.0,Tom Shadyac,30063805.0,60000000.0,PG-13,English
The Black Dahlia ,2006.0,Brian De Palma,22518325.0,50000000.0,R,English
Flyboys ,2006.0,Tony Bill,13082288.0,60000000.0,PG-13,English
The Last Castle ,2001.0,Rod Lurie,18208078.0,60000000.0,R,English
Supernova ,2000.0,Walter Hill,14218868.0,65000000.0,PG-13,English
Winter's Tale ,2014.0,Akiva Goldsman,22451.0,60000000.0,PG-13,English
The Mortal Instruments: City of Bones ,2013.0,Harald Zwart,31165421.0,60000000.0,PG-13,English
Meet Dave ,2008.0,Brian Robbins,11802056.0,60000000.0,PG,English
Dark Water ,2005.0,Walter Salles,25472967.0,30000000.0,PG-13,English
Edtv ,1999.0,Ron Howard,22362500.0,55000000.0,PG-13,English
Inkheart ,2008.0,Iain Softley,17281832.0,60000000.0,PG,English
The Spirit ,2008.0,Frank Miller,19781879.0,60000000.0,PG-13,English
Mortdecai ,2015.0,David Koepp,7605668.0,60000000.0,R,English
In the Name of the King: A Dungeon Siege Tale ,2007.0,Uwe Boll,4535117.0,60000000.0,PG-13,English
Beyond Borders ,2003.0,Martin Campbell,4426297.0,35000000.0,R,English
The Great Raid ,2005.0,John Dahl,10166502.0,80000000.0,R,Filipino
Deadpool ,2016.0,Tim Miller,363024263.0,58000000.0,R,English
Holy Man ,1998.0,Stephen Herek,12065985.0,60000000.0,PG,English
American Sniper ,2014.0,Clint Eastwood,350123553.0,58800000.0,R,English
Goosebumps ,2015.0,Rob Letterman,80021740.0,58000000.0,PG,English
Just Like Heaven ,2005.0,Mark Waters,48291624.0,58000000.0,PG-13,English
The Flintstones in Viva Rock Vegas ,2000.0,Brian Levant,35231365.0,60000000.0,PG,English
Rambo III ,1988.0,Peter MacDonald,53715611.0,63000000.0,R,English
Leatherheads ,2008.0,George Clooney,31199215.0,58000000.0,PG-13,English
Did You Hear About the Morgans? ,2009.0,Marc Lawrence,29580087.0,58000000.0,PG-13,English
The Internship ,2013.0,Shawn Levy,44665963.0,58000000.0,PG-13,English
Resident Evil: Afterlife ,2010.0,Paul W.S. Anderson,60128566.0,60000000.0,R,English
Red Tails ,2012.0,Anthony Hemingway,49875589.0,58000000.0,PG-13,English
The Devil's Advocate ,1997.0,Taylor Hackford,60984028.0,57000000.0,R,English
That's My Boy ,2012.0,Sean Anders,36931089.0,70000000.0,R,English
DragonHeart ,1996.0,Rob Cohen,51317350.0,57000000.0,PG-13,English
After the Sunset ,2004.0,Brett Ratner,28328132.0,58000000.0,PG-13,English
Ghost Rider: Spirit of Vengeance ,2011.0,Mark Neveldine,51774002.0,57000000.0,PG-13,English
Captain Corelli's Mandolin ,2001.0,John Madden,25528495.0,57000000.0,R,English
The Pacifier ,2005.0,Adam Shankman,113006880.0,56000000.0,PG,English
Walking Tall ,2004.0,Kevin Bray,45860039.0,56000000.0,PG-13,English
Forrest Gump ,1994.0,Robert Zemeckis,329691196.0,55000000.0,PG-13,English
Alvin and the Chipmunks ,2007.0,Tim Hill,217326336.0,60000000.0,PG,English
Meet the Parents ,2000.0,Jay Roach,166225040.0,55000000.0,PG-13,English
Pocahontas ,1995.0,Mike Gabriel,141600000.0,55000000.0,G,English
Superman ,1978.0,Richard Donner,134218018.0,55000000.0,PG,English
The Nutty Professor ,1996.0,Tom Shadyac,128769345.0,54000000.0,PG-13,English
Hitch ,2005.0,Andy Tennant,177575142.0,70000000.0,PG-13,English
George of the Jungle ,1997.0,Sam Weisman,105263257.0,55000000.0,PG,English
American Wedding ,2003.0,Jesse Dylan,104354205.0,55000000.0,R,English
Captain Phillips ,2013.0,Paul Greengrass,107100855.0,55000000.0,PG-13,English
Date Night ,2010.0,Shawn Levy,98711404.0,55000000.0,PG-13,English
Casper ,1995.0,Brad Silberling,100328194.0,50000000.0,PG,English
The Equalizer ,2014.0,Antoine Fuqua,101530738.0,55000000.0,R,English
Maid in Manhattan ,2002.0,Wayne Wang,93815117.0,55000000.0,PG-13,English
Crimson Tide ,1995.0,Tony Scott,91400000.0,53000000.0,R,English
The Pursuit of Happyness ,2006.0,Gabriele Muccino,162586036.0,55000000.0,PG-13,English
Flightplan ,2005.0,Robert Schwentke,89706988.0,55000000.0,PG-13,English
Disclosure ,1994.0,Barry Levinson,83000000.0,55000000.0,R,English
City of Angels ,1998.0,Brad Silberling,78745923.0,55000000.0,PG-13,English
Kill Bill: Vol. 1 ,2003.0,Quentin Tarantino,70098138.0,30000000.0,R,English
Bowfinger ,1999.0,Frank Oz,66365290.0,55000000.0,PG-13,English
Kill Bill: Vol. 2 ,2004.0,Quentin Tarantino,66207920.0,30000000.0,R,English
Tango & Cash ,1989.0,Andrey Konchalovskiy,63408614.0,55000000.0,R,English
Death Becomes Her ,1992.0,Robert Zemeckis,58422650.0,55000000.0,PG-13,English
Shanghai Noon ,2000.0,Tom Dey,56932305.0,55000000.0,PG-13,English
Executive Decision ,1996.0,Stuart Baird,68750000.0,55000000.0,R,English
Mr. Popper's Penguins ,2011.0,Mark Waters,68218041.0,55000000.0,PG,English
The Forbidden Kingdom ,2008.0,Rob Minkoff,25040293.0,55000000.0,PG-13,English
Free Birds ,2013.0,Jimmy Hayward,55747724.0,55000000.0,PG,English
Alien 3 ,1992.0,David Fincher,55473600.0,50000000.0,R,English
Evita ,1996.0,Alan Parker,49994804.0,55000000.0,PG,English
Ronin ,1998.0,John Frankenheimer,41609593.0,55000000.0,R,English
The Ghost and the Darkness ,1996.0,Stephen Hopkins,38553833.0,55000000.0,R,English
Paddington ,2014.0,Paul King,76137505.0,55000000.0,PG,English
The Watch ,2012.0,Akiva Schaffer,34350553.0,68000000.0,R,English
The Hunted ,2003.0,William Friedkin,34238611.0,55000000.0,R,English
Instinct ,1999.0,Jon Turteltaub,34098563.0,55000000.0,R,English
Stuck on You ,2003.0,Bobby Farrelly,33828318.0,55000000.0,PG-13,English
Semi-Pro ,2008.0,Kent Alterman,33472850.0,55000000.0,R,English
The Pirates! Band of Misfits ,2012.0,Peter Lord,31051126.0,55000000.0,PG,English
Changeling ,2008.0,Clint Eastwood,35707327.0,55000000.0,R,English
Chain Reaction ,1996.0,Andrew Davis,20550712.0,50000000.0,PG-13,English
The Fan ,1996.0,Tony Scott,18573791.0,55000000.0,R,English
The Phantom of the Opera ,2004.0,Joel Schumacher,51225796.0,70000000.0,PG-13,English
Elizabeth: The Golden Age ,2007.0,Shekhar Kapur,16264475.0,55000000.0,PG-13,English
Æon Flux ,2005.0,Karyn Kusama,25857987.0,62000000.0,PG-13,English
Gods and Generals ,2003.0,Ron Maxwell,12870569.0,56000000.0,PG-13,English
Turbulence ,1997.0,Robert Butler,11466088.0,71000000.0,R,English
Imagine That ,2009.0,Karey Kirkpatrick,16088610.0,55000000.0,PG,English
Muppets Most Wanted ,2014.0,James Bobin,51178893.0,50000000.0,PG,English
Thunderbirds ,2004.0,Jonathan Frakes,6768055.0,57000000.0,PG,English
Burlesque ,2010.0,Steve Antin,39440655.0,55000000.0,PG-13,English
A Very Long Engagement ,2004.0,Jean-Pierre Jeunet,6167817.0,47000000.0,R,French
Blade II ,2002.0,Guillermo del Toro,81645152.0,54000000.0,R,English
Seven Pounds ,2008.0,Gabriele Muccino,69951824.0,55000000.0,PG-13,English
Bullet to the Head ,2012.0,Walter Hill,9483821.0,55000000.0,R,English
The Godfather: Part III ,1990.0,Francis Ford Coppola,66676062.0,54000000.0,R,English
Elizabethtown ,2005.0,Cameron Crowe,26838389.0,57000000.0,PG-13,English
"You, Me and Dupree ",2006.0,Anthony Russo,75604320.0,54000000.0,PG-13,English
Superman II ,1980.0,Richard Lester,108200000.0,54000000.0,PG,English
Gigli ,2003.0,Martin Brest,5660084.0,54000000.0,R,English
All the King's Men ,2006.0,Steven Zaillian,7221458.0,55000000.0,PG-13,English
Shaft ,2000.0,John Singleton,70327868.0,46000000.0,R,English
Anastasia ,1997.0,Don Bluth,58297830.0,50000000.0,G,English
Moulin Rouge! ,2001.0,Baz Luhrmann,57386369.0,52500000.0,PG-13,English
Domestic Disturbance ,2001.0,Harold Becker,45207112.0,53000000.0,PG-13,English
Black Mass ,2015.0,Scott Cooper,62563543.0,53000000.0,R,English
Flags of Our Fathers ,2006.0,Clint Eastwood,33574332.0,90000000.0,R,English
Law Abiding Citizen ,2009.0,F. Gary Gray,73343413.0,50000000.0,R,English
Grindhouse ,2007.0,Robert Rodriguez,25031037.0,53000000.0,R,English
Beloved ,1998.0,Jonathan Demme,22843047.0,55000000.0,R,English
Lucky You ,2007.0,Curtis Hanson,5755286.0,55000000.0,PG-13,English
Catch Me If You Can ,2002.0,Steven Spielberg,164435221.0,52000000.0,PG-13,English
Zero Dark Thirty ,2012.0,Kathryn Bigelow,95720716.0,40000000.0,R,English
The Break-Up ,2006.0,Peyton Reed,118683135.0,52000000.0,PG-13,English
Mamma Mia! ,2008.0,Phyllida Lloyd,143704210.0,52000000.0,PG-13,English
Valentine's Day ,2010.0,Garry Marshall,110476776.0,52000000.0,PG-13,English
The Dukes of Hazzard ,2005.0,Jay Chandrasekhar,80270227.0,50000000.0,PG-13,English
The Thin Red Line ,1998.0,Terrence Malick,36385763.0,52000000.0,R,English
The Change-Up ,2011.0,David Dobkin,37035845.0,52000000.0,R,English
Man on the Moon ,1999.0,Milos Forman,34580635.0,52000000.0,R,English
Casino ,1995.0,Martin Scorsese,42438300.0,52000000.0,R,English
From Paris with Love ,2010.0,Pierre Morel,23324666.0,52000000.0,R,English
Bulletproof Monk ,2003.0,Paul Hunter,23020488.0,52000000.0,PG-13,English
"Me, Myself & Irene ",2000.0,Bobby Farrelly,90567722.0,51000000.0,R,English
Barnyard ,2006.0,Steve Oedekerk,72601713.0,51000000.0,PG,English
The Twilight Saga: New Moon ,2009.0,Chris Weitz,296623634.0,50000000.0,PG-13,English
Shrek ,2001.0,Andrew Adamson,267652016.0,60000000.0,PG,English
The Adjustment Bureau ,2011.0,George Nolfi,62453315.0,50200000.0,PG-13,English
Robin Hood: Prince of Thieves ,1991.0,Kevin Reynolds,165500000.0,48000000.0,PG-13,English
Jerry Maguire ,1996.0,Cameron Crowe,153620822.0,50000000.0,R,English
Ted ,2012.0,Seth MacFarlane,218628680.0,50000000.0,R,English
As Good as It Gets ,1997.0,James L. Brooks,147637474.0,50000000.0,PG-13,English
Patch Adams ,1998.0,Tom Shadyac,135014968.0,50000000.0,PG-13,English
Anchorman 2: The Legend Continues ,2013.0,Adam McKay,2175312.0,50000000.0,PG-13,English
Mr. Deeds ,2002.0,Steven Brill,126203320.0,50000000.0,PG-13,English
Super 8 ,2011.0,J.J. Abrams,126975169.0,50000000.0,PG-13,English
Erin Brockovich ,2000.0,Steven Soderbergh,125548685.0,52000000.0,R,English
How to Lose a Guy in 10 Days ,2003.0,Donald Petrie,105807520.0,50000000.0,PG-13,English
22 Jump Street ,2014.0,Phil Lord,191616238.0,50000000.0,R,English
Interview with the Vampire: The Vampire Chronicles ,1994.0,Neil Jordan,105264608.0,60000000.0,R,English
Yes Man ,2008.0,Peyton Reed,97680195.0,70000000.0,PG-13,English
Central Intelligence ,2016.0,Rawson Marshall Thurber,126088877.0,50000000.0,PG-13,English
Stepmom ,1998.0,Chris Columbus,91030827.0,50000000.0,PG-13,English
Daddy's Home ,2015.0,Sean Anders,150315155.0,50000000.0,PG-13,English
Into the Woods ,2014.0,Rob Marshall,127997349.0,50000000.0,PG,English
Inside Man ,2006.0,Spike Lee,88504640.0,45000000.0,R,English
Payback ,1999.0,Brian Helgeland,81517441.0,50000000.0,R,English
Congo ,1995.0,Frank Marshall,81022333.0,50000000.0,PG-13,English
Knowing ,2009.0,Alex Proyas,79948113.0,50000000.0,PG-13,English
Failure to Launch ,2006.0,Tom Dey,88658172.0,50000000.0,PG-13,English
"Crazy, Stupid, Love. ",2011.0,Glenn Ficarra,84244877.0,50000000.0,PG-13,English
Garfield ,2004.0,Peter Hewitt,75367693.0,35000000.0,PG,English
Christmas with the Kranks ,2004.0,Joe Roth,73701902.0,60000000.0,PG,English
Moneyball ,2011.0,Bennett Miller,75605492.0,50000000.0,PG-13,English
Outbreak ,1995.0,Wolfgang Petersen,67823573.0,50000000.0,R,English
Non-Stop ,2014.0,Jaume Collet-Serra,91439400.0,50000000.0,PG-13,English
Race to Witch Mountain ,2009.0,Andy Fickman,67128202.0,65000000.0,PG,English
V for Vendetta ,2005.0,James McTeigue,70496802.0,54000000.0,R,English
Shanghai Knights ,2003.0,David Dobkin,60470220.0,50000000.0,PG-13,English
Curious George ,2006.0,Matthew O'Callaghan,58336565.0,50000000.0,G,English
Herbie Fully Loaded ,2005.0,Angela Robinson,66002004.0,50000000.0,G,English
Don't Say a Word ,2001.0,Gary Fleder,54997476.0,50000000.0,R,English
Hansel & Gretel: Witch Hunters ,2013.0,Tommy Wirkola,55682070.0,50000000.0,R,English
Unfaithful ,2002.0,Adrian Lyne,52752475.0,50000000.0,R,English
I Am Number Four ,2011.0,D.J. Caruso,55092830.0,60000000.0,PG-13,English
Syriana ,2005.0,Stephen Gaghan,50815288.0,50000000.0,R,English
13 Hours ,2016.0,Michael Bay,52822418.0,50000000.0,R,English
The Book of Life ,2014.0,Jorge R. Gutiérrez,50150619.0,50000000.0,PG,English
Firewall ,2006.0,Richard Loncraine,48745150.0,50000000.0,PG-13,English
Absolute Power ,1997.0,Clint Eastwood,50007168.0,50000000.0,R,English
G.I. Jane ,1997.0,Ridley Scott,48154732.0,50000000.0,R,English
The Game ,1997.0,David Fincher,48265581.0,50000000.0,R,English
Silent Hill ,2006.0,Christophe Gans,46982632.0,50000000.0,R,English
The Replacements ,2000.0,Howard Deutch,44737059.0,50000000.0,PG-13,English
American Reunion ,2012.0,Jon Hurwitz,56724080.0,50000000.0,R,English
The Negotiator ,1998.0,F. Gary Gray,44484065.0,50000000.0,R,English
Into the Storm ,2014.0,Steven Quale,47553512.0,50000000.0,PG-13,English
Beverly Hills Cop III ,1994.0,John Landis,42610000.0,55000000.0,R,English
Gremlins 2: The New Batch ,1990.0,Joe Dante,41482207.0,50000000.0,PG-13,English
The Judge ,2014.0,David Dobkin,47105085.0,50000000.0,R,English
The Peacemaker ,1997.0,Mimi Leder,41256277.0,50000000.0,R,English
Resident Evil: Apocalypse ,2004.0,Alexander Witt,50740078.0,45000000.0,R,English
Bridget Jones: The Edge of Reason ,2004.0,Beeban Kidron,40203020.0,40000000.0,R,English
Out of Time ,2003.0,Carl Franklin,40905277.0,50000000.0,R,English
On Deadly Ground ,1994.0,Steven Seagal,38590500.0,50000000.0,R,English
The Adventures of Sharkboy and Lavagirl 3-D ,2005.0,Robert Rodriguez,39177541.0,50000000.0,PG,English
The Beach ,2000.0,Danny Boyle,39778599.0,50000000.0,R,English
Raising Helen ,2004.0,Garry Marshall,37486138.0,50000000.0,PG-13,English
Ninja Assassin ,2009.0,James McTeigue,38105077.0,40000000.0,R,English
For Love of the Game ,1999.0,Sam Raimi,35168395.0,50000000.0,PG-13,English
Striptease ,1996.0,Andrew Bergman,32800000.0,40000000.0,R,English
Marmaduke ,2010.0,Tom Dey,33643461.0,50000000.0,PG,English
Hereafter ,2010.0,Clint Eastwood,32741596.0,50000000.0,PG-13,English
Murder by Numbers ,2002.0,Barbet Schroeder,31874869.0,50000000.0,R,English
Assassins ,1995.0,Richard Donner,30306268.0,50000000.0,R,English
Hannibal Rising ,2007.0,Peter Webber,27667947.0,50000000.0,R,English
The Story of Us ,1999.0,Rob Reiner,27067160.0,50000000.0,R,English
The Host ,2013.0,Andrew Niccol,26616999.0,40000000.0,PG-13,English
Basic ,2003.0,John McTiernan,26536120.0,50000000.0,R,English
Blood Work ,2002.0,Clint Eastwood,26199517.0,50000000.0,R,English
The International ,2009.0,Tom Tykwer,25450527.0,50000000.0,R,English
Escape from L.A. ,1996.0,John Carpenter,25407250.0,50000000.0,R,English
The Iron Giant ,1999.0,Brad Bird,23159305.0,70000000.0,PG,English
The Life Aquatic with Steve Zissou ,2004.0,Wes Anderson,24006726.0,50000000.0,R,English
Free State of Jones ,2016.0,Gary Ross,20389967.0,50000000.0,R,English
The Life of David Gale ,2003.0,Alan Parker,19593740.0,50000000.0,R,English
Man of the House ,2005.0,Stephen Herek,19118247.0,40000000.0,PG-13,English
Run All Night ,2015.0,Jaume Collet-Serra,26442251.0,50000000.0,R,English
Eastern Promises ,2007.0,David Cronenberg,17114882.0,25000000.0,R,English
Into the Blue ,2005.0,John Stockwell,18472363.0,50000000.0,PG-13,English
The Messenger: The Story of Joan of Arc ,1999.0,Luc Besson,14131298.0,390000000.0,R,English
Your Highness ,2011.0,David Gordon Green,21557240.0,49900000.0,R,English
Dream House ,2011.0,Jim Sheridan,21283440.0,55000000.0,PG-13,English
Mad City ,1997.0,Costa-Gavras,10556196.0,50000000.0,PG-13,English
Baby's Day Out ,1994.0,Patrick Read Johnson,16671505.0,50000000.0,PG,English
The Scarlet Letter ,1995.0,Roland Joffé,10400000.0,50000000.0,R,English
Fair Game ,2010.0,Doug Liman,9528092.0,22000000.0,PG-13,English
Domino ,2005.0,Tony Scott,10137232.0,50000000.0,R,English
Jade ,1995.0,William Friedkin,9795017.0,50000000.0,R,English
Gamer ,2009.0,Mark Neveldine,20488579.0,50000000.0,R,English
Beautiful Creatures ,2013.0,Richard LaGravenese,19445217.0,60000000.0,PG-13,English
Death to Smoochy ,2002.0,Danny DeVito,8355815.0,55000000.0,R,English
Zoolander 2 ,2016.0,Ben Stiller,28837115.0,50000000.0,PG-13,English
The Big Bounce ,2004.0,George Armitage,6471394.0,50000000.0,PG-13,English
What Planet Are You From? ,2000.0,Mike Nichols,6291602.0,50000000.0,R,English
Drive Angry ,2011.0,Patrick Lussier,10706786.0,50000000.0,R,English
Street Fighter: The Legend of Chun-Li ,2009.0,Andrzej Bartkowiak,8742261.0,18000000.0,PG-13,English
The One ,2001.0,James Wong,43905746.0,49000000.0,PG-13,English
The Adventures of Ford Fairlane ,1990.0,Renny Harlin,21413502.0,40000000.0,R,English
Traffic ,2000.0,Steven Soderbergh,124107476.0,48000000.0,R,English
Indiana Jones and the Last Crusade ,1989.0,Steven Spielberg,197171806.0,48000000.0,PG-13,English
Chappie ,2015.0,Neill Blomkamp,31569268.0,49000000.0,R,English
The Bone Collector ,1999.0,Phillip Noyce,66488090.0,48000000.0,R,English
Panic Room ,2002.0,David Fincher,95308367.0,48000000.0,R,English
Three Kings ,1999.0,David O. Russell,60652036.0,48000000.0,R,English
Child 44 ,2015.0,Daniel Espinosa,1206135.0,50000000.0,R,English
Rat Race ,2001.0,Jerry Zucker,56607223.0,48000000.0,PG-13,English
K-PAX ,2001.0,Iain Softley,50173190.0,48000000.0,PG-13,English
Kate & Leopold ,2001.0,James Mangold,47095453.0,48000000.0,PG-13,English
Bedazzled ,2000.0,Harold Ramis,37879996.0,48000000.0,PG-13,English
The Cotton Club ,1984.0,Francis Ford Coppola,25900000.0,58000000.0,R,English
3:10 to Yuma ,2007.0,James Mangold,53574088.0,55000000.0,R,English
Taken 3 ,2014.0,Olivier Megaton,89253340.0,48000000.0,PG-13,English
Out of Sight ,1998.0,Steven Soderbergh,37339525.0,48000000.0,R,English
The Cable Guy ,1996.0,Ben Stiller,60154431.0,47000000.0,PG-13,English
Dick Tracy ,1990.0,Warren Beatty,103738726.0,100000000.0,PG,English
The Thomas Crown Affair ,1999.0,John McTiernan,69304264.0,48000000.0,R,English
Riding in Cars with Boys ,2001.0,Penny Marshall,29781453.0,48000000.0,PG-13,English
Happily N'Ever After ,2006.0,Paul Bolger,15519841.0,47000000.0,PG,English
Mary Reilly ,1996.0,Stephen Frears,5600000.0,47000000.0,R,English
My Best Friend's Wedding ,1997.0,P.J. Hogan,126805112.0,46000000.0,PG-13,English
America's Sweethearts ,2001.0,Joe Roth,93607673.0,48000000.0,PG-13,English
Insomnia ,2002.0,Christopher Nolan,67263182.0,46000000.0,R,English
Star Trek: First Contact ,1996.0,Jonathan Frakes,92001027.0,45000000.0,PG-13,English
Jonah Hex ,2010.0,Jimmy Hayward,10539414.0,47000000.0,PG-13,English
Courage Under Fire ,1996.0,Edward Zwick,58918501.0,46000000.0,R,English
Liar Liar ,1997.0,Tom Shadyac,181395380.0,45000000.0,PG-13,English
The Infiltrator ,2016.0,Brad Furman,14946229.0,25000000.0,R,English
The Flintstones ,1994.0,Brian Levant,130512915.0,45000000.0,PG,English
Taken 2 ,2012.0,Olivier Megaton,139852971.0,45000000.0,PG-13,English
Scary Movie 3 ,2003.0,David Zucker,110000082.0,48000000.0,PG-13,English
Miss Congeniality ,2000.0,Donald Petrie,106807667.0,45000000.0,PG-13,English
Journey to the Center of the Earth ,2008.0,Eric Brevig,101702060.0,45000000.0,PG,English
The Princess Diaries 2: Royal Engagement ,2004.0,Garry Marshall,95149435.0,40000000.0,G,English
The Pelican Brief ,1993.0,Alan J. Pakula,100768056.0,45000000.0,PG-13,English
The Client ,1994.0,Joel Schumacher,92115211.0,45000000.0,PG-13,English
The Bucket List ,2007.0,Rob Reiner,93452056.0,45000000.0,PG-13,English
Patriot Games ,1992.0,Phillip Noyce,83287363.0,45000000.0,R,English
Monster-in-Law ,2005.0,Robert Luketic,82931301.0,60000000.0,PG-13,English
Prisoners ,2013.0,Denis Villeneuve,60962878.0,46000000.0,R,English
Training Day ,2001.0,Antoine Fuqua,76261036.0,45000000.0,R,English
Galaxy Quest ,1999.0,Dean Parisot,71423726.0,45000000.0,PG,English
Scary Movie 2 ,2001.0,Keenen Ivory Wayans,71277420.0,45000000.0,R,English
The Muppets ,2011.0,James Bobin,88625922.0,45000000.0,PG,English
Blade ,1998.0,Stephen Norrington,70001065.0,45000000.0,R,English
Coach Carter ,2005.0,Thomas Carter,67253092.0,30000000.0,PG-13,English
Changing Lanes ,2002.0,Roger Michell,66790248.0,45000000.0,R,English
Anaconda ,1997.0,Luis Llosa,65557989.0,45000000.0,PG-13,English
Coyote Ugly ,2000.0,David McNally,60786269.0,45000000.0,PG-13,English
Love Actually ,2003.0,Richard Curtis,59365105.0,45000000.0,R,English
A Bug's Life ,1998.0,John Lasseter,162792677.0,120000000.0,G,English
From Hell ,2001.0,Albert Hughes,31598308.0,35000000.0,R,English
The Specialist ,1994.0,Luis Llosa,57362581.0,45000000.0,R,English
Tin Cup ,1996.0,Ron Shelton,53854588.0,45000000.0,R,English
Kicking & Screaming ,2005.0,Jesse Dylan,52580895.0,45000000.0,PG,English
The Hitchhiker's Guide to the Galaxy ,2005.0,Garth Jennings,51019112.0,50000000.0,PG,English
Fat Albert ,2004.0,Joel Zwick,48114556.0,26000000.0,PG,English
Resident Evil: Extinction ,2007.0,Russell Mulcahy,50648679.0,45000000.0,R,English
Blended ,2014.0,Frank Coraci,46280507.0,40000000.0,PG-13,English
Last Holiday ,2006.0,Wayne Wang,38360195.0,45000000.0,PG-13,English
The River Wild ,1994.0,Curtis Hanson,46815748.0,45000000.0,PG-13,English
The Indian in the Cupboard ,1995.0,Frank Oz,35617599.0,45000000.0,PG,English
Savages ,2012.0,Oliver Stone,47307550.0,45000000.0,R,English
Cellular ,2004.0,David R. Ellis,32003620.0,25000000.0,PG-13,English
Johnny English ,2003.0,Peter Howitt,27972410.0,35000000.0,PG,English
The Ant Bully ,2006.0,John A. Davis,28133159.0,50000000.0,PG,English
Dune ,1984.0,David Lynch,27400000.0,40000000.0,PG-13,English
Across the Universe ,2007.0,Julie Taymor,24343673.0,45000000.0,PG-13,English
Revolutionary Road ,2008.0,Sam Mendes,22877808.0,35000000.0,R,English
16 Blocks ,2006.0,Richard Donner,36883539.0,52000000.0,PG-13,English
Babylon A.D. ,2008.0,Mathieu Kassovitz,22531698.0,70000000.0,PG-13,English
The Glimmer Man ,1996.0,John Gray,20400913.0,45000000.0,R,English
Multiplicity ,1996.0,Harold Ramis,20101861.0,45000000.0,PG-13,English
Aliens in the Attic ,2009.0,John Schultz,25200412.0,45000000.0,PG,English
The Pledge ,2001.0,Sean Penn,19719930.0,45000000.0,R,English
The Producers ,2005.0,Susan Stroman,19377727.0,45000000.0,PG-13,English
Dredd ,2012.0,Pete Travis,13401683.0,35000000.0,R,English
The Phantom ,1996.0,Simon Wincer,17300889.0,45000000.0,PG,English
All the Pretty Horses ,2000.0,Billy Bob Thornton,15527125.0,57000000.0,PG-13,English
Nixon ,1995.0,Oliver Stone,13560960.0,50000000.0,R,English
The Ghost Writer ,2010.0,Roman Polanski,15523168.0,45000000.0,PG-13,English
Deep Rising ,1998.0,Stephen Sommers,11146409.0,45000000.0,R,English
Miracle at St. Anna ,2008.0,Spike Lee,7916887.0,45000000.0,R,English
Curse of the Golden Flower ,2006.0,Yimou Zhang,6565495.0,45000000.0,R,Mandarin
Bangkok Dangerous ,2008.0,Danny Pang,15279680.0,40000000.0,R,English
Big Trouble ,2002.0,Barry Sonnenfeld,7262288.0,40000000.0,PG-13,English
Love in the Time of Cholera ,2007.0,Mike Newell,4584886.0,45000000.0,R,English
Shadow Conspiracy ,1997.0,George P. Cosmatos,2154540.0,45000000.0,R,English
Johnny English Reborn ,2011.0,Oliver Parker,8129455.0,45000000.0,PG,English
Argo ,2012.0,Ben Affleck,136019448.0,44500000.0,R,English
The Fugitive ,1993.0,Andrew Davis,183875760.0,44000000.0,PG-13,English
The Bounty Hunter ,2010.0,Andy Tennant,67061228.0,40000000.0,PG-13,English
